seed,parent_lo_quality_qos,teacher_lo_quality_qos,qos_retention,parent_lo_zero_service_ratio,teacher_lo_zero_service_ratio,zero_service_retention,parent_lo_equiv_jne,teacher_lo_equiv_jne,tree_lo_quality_qos,tree_lo_zero_service_ratio,tree_lo_equiv_jne,equiv_jne_retention,tree_depth,tree_node_count,tree_leaf_count,tree_raw_top1_invalid_rate,tree_fallback_rate,tree_deadline_misses,tree_hi_deadline_misses,tree_lo_deadline_misses,teacher_no_positive_qos_gain,teacher_no_positive_zero_service_gain,teacher_no_positive_equiv_jne_gain
1589,0.8294444444444444,0.8625,1.016806722689075,0.11569444444444445,0.0825,1.0167364016736402,1228.0,990.0,0.8630555555555556,0.08194444444444444,986.0,1.0168067226890756,3,11,6,0.0,0.0,0,0,0,False,False,False
1590,0.8380555555555556,0.8654166666666666,1.0355329949238594,0.10888888888888888,0.08138888888888889,1.0353535353535352,1166.0,969.0,0.8663888888888889,0.08041666666666666,962.0,1.0355329949238579,3,11,6,0.0,0.0,0,0,0,False,False,False
1591,0.8344444444444444,0.8640972222222222,0.9929742388758809,0.11347222222222222,0.08361111111111111,0.9906976744186046,1192.0,978.5,0.8638888888888889,0.08388888888888889,980.0,0.9929742388758782,3,11,6,0.0,0.0,0,0,0,False,False,False
1592,0.8333333333333334,0.8679166666666667,1.012048192771083,0.11458333333333333,0.0798611111111111,1.0119999999999998,1200.0,951.0,0.8683333333333333,0.07944444444444444,948.0,1.0120481927710843,3,11,6,0.0,0.0,0,0,0,False,False,False
1593,0.8421527777777778,0.8710416666666667,1.0048076923076892,0.10875,0.0798611111111111,1.004807692307692,1136.5,928.5,0.8711805555555555,0.07972222222222222,927.5,1.0048076923076923,3,11,6,0.0,0.0,0,0,0,False,False,False
1594,0.8375,0.8688888888888889,1.0044247787610592,0.11069444444444444,0.07930555555555556,1.0044247787610623,1170.0,944.0,0.8690277777777777,0.07916666666666666,943.0,1.0044247787610618,3,11,6,0.0,0.0,0,0,0,False,False,False
1595,0.8345833333333333,0.8648611111111111,0.9954128440366965,0.11069444444444444,0.08041666666666666,0.9954128440366969,1191.0,973.0,0.8647222222222222,0.08055555555555556,974.0,0.9954128440366973,3,11,6,0.0,0.0,0,0,0,False,False,False
1596,0.8395138888888889,0.8704861111111111,1.0269058295964133,0.10472222222222222,0.07375,1.0269058295964122,1155.5,932.5,0.8713194444444444,0.07291666666666667,926.5,1.0269058295964126,3,11,6,0.0,0.0,0,0,0,False,False,False
1597,0.8467361111111111,0.8764583333333333,0.9953271028037376,0.10305555555555555,0.07333333333333333,0.9953271028037385,1103.5,889.5,0.8763194444444444,0.07347222222222222,890.5,0.9953271028037384,3,11,6,0.0,0.0,0,0,0,False,False,False
1598,0.8463194444444444,0.8754861111111111,1.0285714285714291,0.10402777777777777,0.07486111111111111,1.0285714285714287,1106.5,896.5,0.8763194444444444,0.07402777777777778,890.5,1.0285714285714285,3,11,6,0.0,0.0,0,0,0,False,False,False
1599,0.8414583333333333,0.8742361111111111,1.0169491525423722,0.10458333333333333,0.07180555555555555,1.016949152542373,1141.5,905.5,0.8747916666666666,0.07125,901.5,1.0169491525423728,3,11,6,0.0,0.0,0,0,0,False,False,False
