episode,episode_seed,taskset_seed,scenario_seed,network_seed,exploration_seed,replay_seed,total_util,num_tasks,taskset_fingerprint,steps,step_count,selected_action_count,total_reward,epsilon,loss_mean,loss_last,accepted_actions,rejected_actions,noop_actions,explicit_noop_actions,noop_action_rate,explicit_noop_action_rate,accepted_action_rate,rejected_action_rate,safety_checked_actions,selected_invalid_mask_actions,action_space_type,action_count,budget_increase_ratio,budget_decrease_ratio,budget_floor_ratio,valid_action_count_mean,masked_action_count_mean,masked_decrease_hi_forbidden_count,masked_decrease_hi_forbidden_rate,masked_budget_floor_violation_count,masked_budget_floor_violation_rate,no_safe_action_steps,selected_explicit_noop_actions,selected_explicit_noop_rate,mode_changes,lo_cancellations,deadline_misses,job_starts,lo_overruns,hi_overruns,reward_job_start_sum,reward_lo_overrun_sum,reward_hi_overrun_sum,reward_mode_change_sum,reward_lo_cancellation_sum,reward_deadline_miss_sum,reward_paper_sum,reward_noop_bonus_sum,reward_budget_change_penalty_sum,reward_budget_change_norm_sum,reward_budget_drift_penalty_sum,reward_budget_drift_mean_sum,noop_exploration_prob,exploration_action_count,exploration_noop_action_count,exploration_noop_action_rate,observation_mode,state_dim,feature_safety_margin_min_mean,feature_safety_margin_min_p05
14,14,409,100014,0,0,0,0.65,12,3951c3bae678,20,20,20,-15.798811977486245,0.9430000000000001,,,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.435897435897434,4.564102564102564,0,0.0,0,0.0,0,0,0.0,277,147,0,4806,147,277,0.0,-1.2208637215311797,-4.065199640911619,-9.291884893512272,-1.2208637215311797,0.0,0.0,0.0,0.0,0.5408601301567526,0.0,0.10661224012370532,0.0,19,0,0.0,v11_no_priority_9d,116,0.0,0.0
15,15,409,100015,0,0,0,0.65,12,3951c3bae678,20,20,20,-13.71825852837311,0.9392,,,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.94871794871795,4.051282051282051,0,0.0,6,0.006153846153846154,0,0,0.0,228,177,0,4903,177,228,0.0,-1.4397873771689775,-3.2987298442715685,-7.539953929763586,-1.4397873771689775,0.0,0.0,0.0,0.0,0.5634007238775973,0.0,0.20747923268206994,0.0,20,0,0.0,v11_no_priority_9d,116,0.0,0.0
16,16,409,100016,0,0,0,0.65,12,3951c3bae678,20,20,20,-15.89010018146959,0.9354,,,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.076923076923077,4.923076923076923,0,0.0,12,0.012307692307692308,0,0,0.0,279,150,0,4817,150,279,0.0,-1.2407949443108113,-4.08085095869286,-9.327659334155108,-1.2407949443108113,0.0,0.0,0.0,0.0,0.7068166134257302,0.0,0.1725297399525242,0.0,20,0,0.0,v11_no_priority_9d,116,0.0007648953301127214,0.0
17,17,409,100017,0,0,0,0.65,12,3951c3bae678,20,20,20,-15.202898117941718,0.9316,,,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.128205128205128,4.871794871794871,0,0.0,10,0.010256410256410256,0,0,0.0,250,208,0,4910,208,250,0.0,-1.6903160096130256,-3.5980809865656376,-8.224185112150026,-1.6903160096130256,0.0,0.0,0.0,0.0,0.46518556208960216,0.0,0.20797922239987943,0.0,19,0,0.0,v11_no_priority_9d,116,0.0,0.0
18,18,409,100018,0,0,0,0.65,12,3951c3bae678,20,20,20,-13.777765525841316,0.9278,,,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,18.846153846153847,6.153846153846154,0,0.0,0,0.0,0,0,0.0,242,140,0,4887,140,242,0.0,-1.1434588932812169,-3.497214529345746,-7.993633209933135,-1.1434588932812169,0.0,0.0,0.0,0.0,0.6068245908201846,0.0,0.08430782140807162,0.0,19,0,0.0,v11_no_priority_9d,116,0.0,0.0
19,19,409,100019,0,0,0,0.65,12,3951c3bae678,20,20,20,-11.335144993790632,0.924,,,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,19.512820512820515,5.487179487179487,0,0.0,36,0.036923076923076927,0,0,0.0,185,174,0,5010,174,185,0.0,-1.384751892358309,-2.606934281022526,-5.958706928051487,-1.384751892358309,0.0,0.0,0.0,0.0,0.5814242013877103,0.0,0.3061157367453526,0.0,19,0,0.0,v11_no_priority_9d,116,0.0014025568842584793,0.0
20,20,409,100020,0,0,0,0.65,12,3951c3bae678,20,20,20,-11.5353194491894,0.9202,,,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.076923076923077,4.923076923076923,0,0.0,0,0.0,0,0,0.0,190,170,0,4994,170,190,0.0,-1.3590304387419871,-2.683513478345129,-6.133745093360295,-1.3590304387419871,0.0,0.0,0.0,0.0,0.7567653667018919,0.0,0.16377929651954984,0.0,20,0,0.0,v11_no_priority_9d,116,0.001975660863958736,0.0
21,21,409,100021,0,0,0,0.65,12,3951c3bae678,20,20,20,-17.753448890968304,0.9164,,,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,22.17948717948718,2.8205128205128207,0,0.0,18,0.018461538461538463,0,0,0.0,309,157,0,4741,157,309,0.0,-1.3170194236055672,-4.60155957853479,-10.517850465222377,-1.3170194236055672,0.0,0.0,0.0,0.0,0.6145898855936701,0.0,0.252251593348008,0.0,18,0,0.0,v11_no_priority_9d,116,0.0,0.0
22,22,409,100022,0,0,0,0.65,12,3951c3bae678,20,20,20,-11.928214027632823,0.9126,,,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,18.846153846153847,6.153846153846154,0,0.0,38,0.038974358974358976,0,0,0.0,186,208,0,5005,208,186,0.0,-1.657565710666491,-2.6213729671347337,-5.991709639165105,-1.657565710666491,0.0,0.0,0.0,0.0,0.5838556759052557,0.0,0.30400625355309185,0.0,20,0,0.0,v11_no_priority_9d,116,0.0,0.0
23,23,409,100023,0,0,0,0.65,12,3951c3bae678,20,20,20,-15.167635909074171,0.9088,,,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.897435897435898,4.102564102564102,0,0.0,0,0.0,0,0,0.0,271,127,0,4804,127,271,0.0,-1.0520940147502487,-3.9758319633485097,-9.087615916225165,-1.0520940147502487,0.0,0.0,0.0,0.0,0.5321202354187188,0.0,0.11480549157419936,0.0,20,0,0.0,v11_no_priority_9d,116,0.0007092198581560283,0.0
24,24,409,100024,0,0,0,0.65,12,3951c3bae678,20,20,20,-13.765167862773792,0.905,0.18897072970867157,0.18897072970867157,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,18.128205128205128,6.871794871794871,0,0.0,38,0.038974358974358976,0,0,0.0,235,158,0,4902,158,235,0.0,-1.2831971098298902,-3.4083224131216543,-7.790451229992353,-1.2831971098298902,0.0,0.0,0.0,0.0,0.6380795912631455,0.0,0.23157472790436878,0.0,20,0,0.0,v11_no_priority_9d,116,0.0020349370025595738,0.0
25,25,409,100025,0,0,0,0.65,12,3951c3bae678,20,20,20,-11.28994630776127,0.9012,0.19685866087675094,0.19809067249298096,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.28205128205128,4.717948717948718,0,0.0,4,0.0041025641025641026,0,0,0.0,186,166,0,4989,166,186,0.0,-1.3319667792558099,-2.625308228032502,-6.000704521217148,-1.3319667792558099,0.0,0.0,0.0,0.0,0.7249948201869664,0.0,0.18843859732715007,0.0,19,0,0.0,v11_no_priority_9d,116,0.001974830219727364,0.0
26,26,409,100026,0,0,0,0.65,12,3951c3bae678,20,20,20,-11.910662437160024,0.8974,0.1941923938691616,0.2057507485151291,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,19.46153846153846,5.538461538461538,0,0.0,30,0.03076923076923077,0,0,0.0,188,203,0,5008,203,188,0.0,-1.6215342536212494,-2.637963369974899,-6.029630559942626,-1.6215342536212494,0.0,0.0,0.0,0.0,0.6723474965662539,0.0,0.2837054434740191,0.0,18,0,0.0,v11_no_priority_9d,116,0.0,0.0
27,27,409,100027,0,0,0,0.65,12,3951c3bae678,20,20,20,-14.535687683609426,0.8936,0.18814696744084358,0.1899888515472412,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,19.871794871794872,5.128205128205129,0,0.0,0,0.0,0,0,0.0,249,160,0,4856,160,249,0.0,-1.3123024083187533,-3.625112176904498,-8.285970690067424,-1.3123024083187533,0.0,0.0,0.0,0.0,0.474060138018902,0.0,0.10832116706694515,0.0,18,0,0.0,v11_no_priority_9d,116,0.0,0.0
28,28,409,100028,0,0,0,0.65,12,3951c3bae678,20,20,20,-12.096557395386835,0.8898,0.18662554249167443,0.18644516170024872,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,21.205128205128204,3.7948717948717947,0,0.0,4,0.0041025641025641026,0,0,0.0,203,166,0,4978,166,203,0.0,-1.3325853531212892,-2.8704220358265133,-6.560964653317746,-1.3325853531212892,0.0,0.0,0.0,0.0,0.48975108197435846,0.0,0.19559269439930216,0.0,17,0,0.0,v11_no_priority_9d,116,0.0031956001929597513,0.0
29,29,409,100029,0,0,0,0.65,12,3951c3bae678,20,20,20,-12.193324026499853,0.886,0.1779831275343895,0.1930912584066391,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.17948717948718,4.82051282051282,0,0.0,18,0.018461538461538463,0,0,0.0,204,167,0,4965,167,204,0.0,-1.343933070964358,-2.8929654431303473,-6.612492441440793,-1.343933070964358,0.0,0.0,0.0,0.0,0.658132137330108,0.0,0.19740224082754962,0.0,17,0,0.0,v11_no_priority_9d,116,0.0015,0.0
30,30,409,100030,0,0,0,0.65,12,3951c3bae678,20,20,20,-14.539390659848452,0.8822,0.14588344544172288,0.1269972026348114,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,18.384615384615383,6.615384615384615,0,0.0,26,0.02666666666666667,0,0,0.0,247,173,0,4895,173,247,0.0,-1.4082637222812897,-3.5678279350870055,-8.155035280198868,-1.4082637222812897,0.0,0.0,0.0,0.0,0.7794290683672634,0.0,0.2183938402772904,0.0,19,0,0.0,v11_no_priority_9d,116,0.0002901353965183753,0.0
31,31,409,100031,0,0,0,0.65,12,3951c3bae678,20,20,20,-13.325244680653164,0.8784,0.13739105984568595,0.12794801592826843,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,19.923076923076923,5.076923076923077,0,0.0,2,0.0020512820512820513,0,0,0.0,232,149,0,4924,149,232,0.0,-1.2054286790587074,-3.3217700546847935,-7.592617267850956,-1.2054286790587074,0.0,0.0,0.0,0.0,1.0172731259152026,0.0,0.10133271533497051,0.0,15,0,0.0,v11_no_priority_9d,116,0.001402267174700107,0.0
32,32,409,100032,0,0,0,0.65,12,3951c3bae678,20,20,20,-16.329834408680128,0.8746,0.12069460675120354,0.1200958713889122,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,19.615384615384617,5.384615384615385,0,0.0,10,0.010256410256410256,0,0,0.0,281,175,0,4828,175,281,0.0,-1.4488352571558099,-4.088049880894763,-9.344114013473746,-1.4488352571558099,0.0,0.0,0.0,0.0,0.7455397959300575,0.0,0.17564249524636902,0.0,17,0,0.0,v11_no_priority_9d,116,0.0,0.0
33,33,409,100033,0,0,0,0.65,12,3951c3bae678,20,20,20,-13.944463380109664,0.8708,0.10894062630832195,0.12333913892507553,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.743589743589745,4.256410256410256,0,0.0,0,0.0,0,0,0.0,238,163,0,4893,163,238,0.0,-1.3298181477537878,-3.434512590965853,-7.850314493636234,-1.3298181477537878,0.0,0.0,0.0,0.0,0.48151604537407,0.0,0.13839205057733223,0.0,19,0,0.0,v11_no_priority_9d,116,0.0,0.0
34,34,409,100034,0,0,0,0.65,12,3951c3bae678,20,20,20,-13.78121438903265,0.867,0.10761334225535393,0.0926719456911087,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,18.17948717948718,6.82051282051282,0,0.0,26,0.02666666666666667,0,0,0.0,241,144,0,4874,144,241,0.0,-1.1748508005581004,-3.4791560658876155,-7.952356722028833,-1.1748508005581004,0.0,0.0,0.0,0.0,0.9015660644895129,0.0,0.1722497959935447,0.0,15,0,0.0,v11_no_priority_9d,116,0.0,0.0
35,35,409,100035,0,0,0,0.65,12,3951c3bae678,20,20,20,-14.88862262597701,0.8632,0.09798585325479507,0.11295875906944275,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,18.743589743589745,6.256410256410256,0,0.0,26,0.02666666666666667,0,0,0.0,257,161,0,4860,161,257,0.0,-1.3273651094252015,-3.7233585586907063,-8.5105338484359,-1.3273651094252015,0.0,0.0,0.0,0.0,0.6473579205237097,0.0,0.20472198397991676,0.0,19,0,0.0,v11_no_priority_9d,116,0.0,0.0
36,36,409,100036,0,0,0,0.65,12,3951c3bae678,20,20,20,-10.216212395085888,0.8594,0.09419418387115001,0.10535332560539246,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,18.58974358974359,6.410256410256411,0,0.0,30,0.03076923076923077,0,0,0.0,155,197,0,5059,197,155,0.0,-1.5585821349639744,-2.160579864178503,-4.938468260979437,-1.5585821349639744,0.0,0.0,0.0,0.0,0.6960204241309226,0.0,0.2828344403881261,0.0,15,0,0.0,v11_no_priority_9d,116,0.00016722408026755852,0.0
37,37,409,100037,0,0,0,0.65,12,3951c3bae678,20,20,20,-14.14972965630535,0.8556,0.09898975342512131,0.099373459815979,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.53846153846154,4.461538461538462,0,0.0,0,0.0,0,0,0.0,237,179,0,4909,179,237,0.0,-1.456035599706525,-3.420156921662874,-7.817501535229424,-1.456035599706525,0.0,0.0,0.0,0.0,0.5419433982222017,0.0,0.11325647545677069,0.0,18,0,0.0,v11_no_priority_9d,116,0.0006114837983478131,0.0
38,38,409,100038,0,0,0,0.65,12,3951c3bae678,22,20,20,-12.140489049721118,0.8518,0.08330314382910728,0.08473024517297745,20,0,2,2,0.1,0.1,1.0,0.0,18,0,single,25,0.025,0.015,0.9,20.94871794871795,4.051282051282051,0,0.0,6,0.006153846153846154,0,2,0.05128205128205128,199,178,0,4966,178,199,0.0,-1.435033483567797,-2.8214328077434203,-6.448989274842105,-1.435033483567797,0.0,0.0,0.0,0.0,0.5329196691958233,0.0,0.12522262275830937,0.0,16,0,0.0,v11_no_priority_9d,116,0.0012335589941972923,0.0
39,39,409,100039,0,0,0,0.65,12,3951c3bae678,23,20,20,-13.58612752649677,0.848,0.08746028169989586,0.10954880714416504,20,0,3,3,0.15,0.15,1.0,0.0,17,0,single,25,0.025,0.015,0.9,17.358974358974358,7.641025641025641,0,0.0,46,0.04717948717948718,0,3,0.07692307692307693,228,178,0,4932,178,228,0.0,-1.4431230743698353,-3.256485636708682,-7.443395741048418,-1.4431230743698353,0.0,0.0,0.0,0.0,0.5566300597415692,0.0,0.23690134639019875,0.0,17,0,0.0,v11_no_priority_9d,116,0.0005157962604771116,0.0
40,40,409,100040,0,0,0,0.65,12,3951c3bae678,23,20,20,-11.087797932355155,0.8442000000000001,0.0936733104288578,0.09308851510286331,20,0,3,3,0.15,0.15,1.0,0.0,17,0,single,25,0.025,0.015,0.9,19.153846153846153,5.846153846153846,0,0.0,22,0.022564102564102566,0,3,0.07692307692307693,176,187,0,5025,187,176,0.0,-1.4880339491440866,-2.46878740167256,-5.642942632394421,-1.4880339491440866,0.0,0.0,0.0,0.0,0.4560341288353902,0.0,0.26727817195291265,0.0,17,0,0.0,v11_no_priority_9d,116,0.0,0.0
41,41,409,100041,0,0,0,0.65,12,3951c3bae678,20,20,20,-15.666090888505739,0.8404,0.12198696061968803,0.15416967868804932,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,20.743589743589745,4.256410256410256,0,0.0,10,0.010256410256410256,0,0,0.0,273,154,0,4838,154,273,0.0,-1.2665840269880646,-3.996976514856838,-9.135946319672772,-1.2665840269880646,0.0,0.0,0.0,0.0,0.477975146886015,0.0,0.15025468855121274,0.0,17,0,0.0,v11_no_priority_9d,116,0.0028985507246376803,0.0
42,42,409,100042,0,0,0,0.65,12,3951c3bae678,21,20,20,-12.709203575020444,0.8366,0.15238380692899228,0.13218341767787933,20,0,1,1,0.05,0.05,1.0,0.0,19,0,single,25,0.025,0.015,0.9,19.871794871794872,5.128205128205129,0,0.0,10,0.010256410256410256,0,1,0.02564102564102564,210,182,0,4965,182,210,0.0,-1.4649035696460486,-2.976338045656454,-6.803058390071896,-1.4649035696460486,0.0,0.0,0.0,0.0,0.6017236166510797,0.0,0.14212149173297187,0.0,16,0,0.0,v11_no_priority_9d,116,0.0007988696471582688,0.0
43,43,409,100043,0,0,0,0.65,12,3951c3bae678,22,20,20,-14.508436800274332,0.8328,0.16379049830138684,0.2521706521511078,20,0,2,2,0.1,0.1,1.0,0.0,18,0,single,25,0.025,0.015,0.9,19.76923076923077,5.230769230769231,0,0.0,0,0.0,0,2,0.05128205128205128,243,175,0,4863,175,243,0.0,-1.4339665263250598,-3.5427620101464976,-8.097741737477712,-1.4339665263250598,0.0,0.0,0.0,0.0,0.5291092442186908,0.0,0.12940960719883415,0.0,17,0,0.0,v11_no_priority_9d,116,0.0011283043197936817,0.0
44,44,409,100044,0,0,0,0.65,12,3951c3bae678,22,20,20,-14.916990020201178,0.829,0.19117938205599785,0.2414962500333786,20,0,2,2,0.1,0.1,1.0,0.0,18,0,single,25,0.025,0.015,0.9,21.205128205128204,3.7948717948717947,0,0.0,0,0.0,0,2,0.05128205128205128,252,179,0,4874,179,252,0.0,-1.4664147861717207,-3.647353179782788,-8.336807268074946,-1.4664147861717207,0.0,0.0,0.0,0.0,0.6471338676047945,0.0,0.1833311654171091,0.0,18,0,0.0,v11_no_priority_9d,116,0.003999854742738696,0.0
45,45,409,100045,0,0,0,0.65,12,3951c3bae678,20,20,20,-11.137204465107096,0.8252,0.2567321784794331,0.15526756644248962,20,0,0,0,0.0,0.0,1.0,0.0,20,0,single,25,0.025,0.015,0.9,19.666666666666668,5.333333333333333,0,0.0,24,0.024615384615384615,0,0,0.0,178,187,0,5033,187,178,0.0,-1.4849344332390382,-2.4857108343653547,-5.681624764263667,-1.4849344332390382,0.0,0.0,0.0,0.0,0.5194312320969923,0.0,0.2750049393290328,0.0,19,0,0.0,v11_no_priority_9d,116,0.0008153106529609768,0.0
