seed,parent_lo_quality_qos,teacher_lo_quality_qos,qos_retention,parent_lo_zero_service_ratio,teacher_lo_zero_service_ratio,zero_service_retention,parent_lo_equiv_jne,teacher_lo_equiv_jne,tree_lo_quality_qos,tree_lo_zero_service_ratio,tree_lo_equiv_jne,equiv_jne_retention,tree_depth,tree_node_count,tree_leaf_count,tree_raw_top1_invalid_rate,tree_fallback_rate,tree_deadline_misses,tree_hi_deadline_misses,tree_lo_deadline_misses,teacher_no_positive_qos_gain,teacher_no_positive_zero_service_gain,teacher_no_positive_equiv_jne_gain
1550,0.8364444444444444,0.8700277777777777,1.031430934656742,0.11077777777777778,0.07716666666666666,1.0314049586776857,2944.0,2339.5,0.8710833333333333,0.07611111111111112,2320.5,1.0314309346567412,3,11,6,0.0,0.0,0,0,0,False,False,False
1551,0.8407777777777777,0.8737222222222222,1.016863406408097,0.10694444444444444,0.074,1.0168634064080941,2866.0,2273.0,0.8742777777777778,0.07344444444444445,2263.0,1.0168634064080944,3,11,6,0.0,0.0,0,0,0,False,False,False
1552,0.8388888888888889,0.8711944444444445,1.0275150472914856,0.10705555555555556,0.07472222222222222,1.0274914089347078,2900.0,2318.5,0.8720833333333333,0.07383333333333333,2302.5,1.0275150472914876,3,11,6,0.0,0.0,0,0,0,False,False,False
1553,0.8376944444444444,0.8685833333333334,1.0305755395683442,0.10866666666666666,0.07777777777777778,1.0305755395683454,2921.5,2365.5,0.8695277777777778,0.07683333333333334,2348.5,1.0305755395683454,3,11,6,0.0,0.0,0,0,0,False,False,False
1554,0.84075,0.8735833333333334,1.0169204737732649,0.10461111111111111,0.07177777777777777,1.0169204737732653,2866.5,2275.5,0.8741388888888889,0.07122222222222223,2265.5,1.0169204737732656,3,11,6,0.0,0.0,0,0,0,False,False,False
1555,0.8470833333333333,0.8764444444444445,1.0189214758751175,0.10177777777777777,0.07238888888888889,1.0189035916824198,2752.5,2224.0,0.877,0.07183333333333333,2214.0,1.0189214758751182,3,11,6,0.0,0.0,0,0,0,False,False,False
1556,0.8421388888888889,0.8716111111111111,1.0188501413760596,0.10516666666666667,0.07561111111111112,1.018796992481203,2841.5,2311.0,0.8721666666666666,0.07505555555555556,2301.0,1.0188501413760602,3,11,6,0.0,0.0,0,0,0,False,False,False
1557,0.8380555555555556,0.8673888888888889,1.0246212121212106,0.10833333333333334,0.079,1.0246212121212122,2915.0,2387.0,0.8681111111111111,0.07827777777777778,2374.0,1.0246212121212122,3,11,6,0.0,0.0,0,0,0,False,False,False
1558,0.8389444444444445,0.8703611111111111,1.0353669319186545,0.10533333333333333,0.07388888888888889,1.0353356890459366,2899.0,2333.5,0.8714722222222222,0.07277777777777777,2313.5,1.035366931918656,3,11,6,0.0,0.0,0,0,0,False,False,False
1559,0.8427777777777777,0.8737222222222222,1.0143626570915627,0.10483333333333333,0.07388888888888889,1.0143626570915618,2830.0,2273.0,0.8741666666666666,0.07344444444444445,2265.0,1.014362657091562,3,11,6,0.0,0.0,0,0,0,False,False,False
