method,method_label,sweep_value,util_level,util_sum,weighted_success_sum,taskset_count,success_count,schedulable_ratio,weighted_schedulability_at_util
amc_max,AMC-max,0.05,0.625,125.01201884481794,125.01201884481794,200,200,1.0,1.0
amc_max,AMC-max,0.05,0.65,129.99880651097772,129.99880651097772,200,200,1.0,1.0
amc_max,AMC-max,0.05,0.675,135.00566887028583,135.00566887028583,200,200,1.0,1.0
amc_max,AMC-max,0.05,0.7,140.01085780267155,140.01085780267155,200,200,1.0,1.0
amc_max,AMC-max,0.05,0.725,145.00330748260743,145.00330748260743,200,200,1.0,1.0
amc_max,AMC-max,0.05,0.75,149.99880840634685,149.99880840634685,200,200,1.0,1.0
amc_max,AMC-max,0.05,0.775,155.00410862662332,155.00410862662332,200,200,1.0,1.0
amc_max,AMC-max,0.05,0.8,159.9963870813707,159.9963870813707,200,200,1.0,1.0
amc_max,AMC-max,0.05,0.825,165.0089074783576,165.0089074783576,200,200,1.0,1.0
amc_max,AMC-max,0.05,0.85,170.00517541628386,170.00517541628386,200,200,1.0,1.0
amc_max,AMC-max,0.05,0.875,175.01398167579455,168.0138438154824,200,192,0.96,0.9600024078460223
amc_max,AMC-max,0.05,0.9,180.0008036048297,157.50019876964666,200,175,0.875,0.8749971978759581
amc_max,AMC-max,0.05,0.925,185.0008705874767,105.44893830053095,200,114,0.57,0.5699915787729765
amc_max,AMC-max,0.05,0.95,189.99766182501563,39.8927428010174,200,42,0.21,0.2099643880763011
amc_max,AMC-max,0.05,0.975,194.99701792278387,3.9010083097132116,200,4,0.02,0.02000547675686998
amc_max,AMC-max,0.15,0.025,5.133075019022422,5.133075019022422,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.05,10.064032423590758,10.064032423590758,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.075,15.043832593327416,15.043832593327416,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.1,20.04896671567419,20.04896671567419,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.125,25.034283799570023,25.034283799570023,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.15,30.026106068640118,30.026106068640118,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.175,35.01678966234951,35.01678966234951,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.2,40.01427295929859,40.01427295929859,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.225,45.008695167739,45.008695167739,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.25,50.02157952417979,50.02157952417979,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.275,55.001586640933056,55.001586640933056,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.3,60.0105721754941,60.0105721754941,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.325,65.00865875556394,65.00865875556394,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.35,70.02134275002804,70.02134275002804,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.375,75.0068434500792,75.0068434500792,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.4,79.99985223088021,79.99985223088021,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.425,85.01396523835977,85.01396523835977,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.45,90.00369872569703,90.00369872569703,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.475,95.01131444738856,95.01131444738856,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.5,99.99539908242073,99.99539908242073,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.525,105.01238711880423,105.01238711880423,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.55,110.00778426632338,110.00778426632338,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.575,115.00905854506904,115.00905854506904,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.6,119.99622963446068,119.99622963446068,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.625,125.00826252404102,125.00826252404102,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.65,130.00988743741223,130.00988743741223,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.675,135.00577853861085,135.00577853861085,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.7,140.00391398281565,140.00391398281565,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.725,145.00152034732412,145.00152034732412,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.75,150.01220687200035,149.26238762714374,200,199,0.995,0.9950016117988558
amc_max,AMC-max,0.15,0.775,155.0019814655053,155.0019814655053,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.8,160.01021129713106,160.01021129713106,200,200,1.0,1.0
amc_max,AMC-max,0.15,0.825,165.00429107495765,164.17909619328705,200,199,0.995,0.9949989489588744
amc_max,AMC-max,0.15,0.85,170.0092104679443,164.909614403434,200,194,0.97,0.9700040012510273
amc_max,AMC-max,0.15,0.875,175.00963666037407,162.75923852682527,200,186,0.93,0.9300015795283201
amc_max,AMC-max,0.15,0.9,180.01119035103036,155.70577282103076,200,173,0.865,0.8649782967236488
amc_max,AMC-max,0.15,0.925,185.001385115156,103.59561761625952,200,112,0.56,0.559972118866977
amc_max,AMC-max,0.15,0.95,189.99050705014633,30.397371256730867,200,32,0.16,0.15999415828027527
amc_max,AMC-max,0.15,0.975,195.00609973849208,0.0,200,0,0.0,0.0
amc_max,AMC-max,0.25,0.025,5.1322712080672455,5.1322712080672455,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.05,10.071514649778374,10.071514649778374,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.075,15.045002782388526,15.045002782388526,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.1,20.022201245791617,20.022201245791617,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.125,25.03017249781412,25.03017249781412,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.15,30.021263333263633,30.021263333263633,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.175,35.01151134600201,35.01151134600201,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.2,40.02693585497304,40.02693585497304,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.225,45.01656476839699,45.01656476839699,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.25,50.01928028438367,50.01928028438367,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.275,55.00885528028769,55.00885528028769,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.3,60.0158736473339,60.0158736473339,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.325,65.01640693405453,65.01640693405453,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.35,70.00620176135585,70.00620176135585,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.375,75.02164626155816,75.02164626155816,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.4,80.01148416633471,80.01148416633471,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.425,85.00793804439452,85.00793804439452,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.45,90.01854956692674,90.01854956692674,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.475,95.0066191984433,95.0066191984433,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.5,100.00816184135975,100.00816184135975,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.525,105.00111211090709,105.00111211090709,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.55,110.00336420461748,110.00336420461748,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.575,115.00689301199115,115.00689301199115,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.6,120.01025171539915,120.01025171539915,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.625,125.00035860001758,125.00035860001758,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.65,130.00776760397898,130.00776760397898,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.675,135.00960278567936,135.00960278567936,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.7,140.00309804117296,140.00309804117296,200,200,1.0,1.0
amc_max,AMC-max,0.25,0.725,145.00529227886912,142.830372983667,200,197,0.985,0.9850011040216422
amc_max,AMC-max,0.25,0.75,150.00466425500338,148.5048816070017,200,198,0.99,0.9900017599089312
amc_max,AMC-max,0.25,0.775,155.00909580401375,151.9091314815099,200,196,0.98,0.9800014037471497
amc_max,AMC-max,0.25,0.8,160.01232576670694,156.01241857181864,200,195,0.975,0.9750025057399638
amc_max,AMC-max,0.25,0.825,165.00066882247498,153.4520981833079,200,186,0.93,0.9300089464995306
amc_max,AMC-max,0.25,0.85,169.99530903468138,162.34544628663863,200,191,0.955,0.9549995656263546
amc_max,AMC-max,0.25,0.875,174.99284691511403,151.3717251783679,200,173,0.865,0.8650166440905764
amc_max,AMC-max,0.25,0.9,179.9981223988979,132.30233202344488,200,147,0.735,0.7350206227720903
amc_max,AMC-max,0.25,0.925,185.002013321288,91.57129712515969,200,99,0.495,0.49497459774197317
amc_max,AMC-max,0.25,0.95,190.0220848347882,27.55678121928666,200,29,0.145,0.14501883422258777
amc_max,AMC-max,0.25,0.975,195.01091945254603,1.9495947364176434,200,2,0.01,0.009997361901019382
amc_max,AMC-max,0.35,0.025,5.1338077926639,5.1338077926639,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.05,10.073996898137175,10.073996898137175,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.075,15.04803964022425,15.04803964022425,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.1,20.051669754515828,20.051669754515828,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.125,25.022964409667374,25.022964409667374,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.15,30.03361905068292,30.03361905068292,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.175,35.02166270972706,35.02166270972706,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.2,40.03079116364508,40.03079116364508,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.225,45.01430797406431,45.01430797406431,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.25,50.01834550149353,50.01834550149353,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.275,55.013989240599976,55.013989240599976,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.3,60.016379429851696,60.016379429851696,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.325,65.00530574168677,65.00530574168677,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.35,70.01075008388545,70.01075008388545,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.375,75.02295907306234,75.02295907306234,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.4,80.00435515003136,80.00435515003136,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.425,85.01019220914327,85.01019220914327,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.45,90.00828740211077,90.00828740211077,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.475,95.00070784166263,95.00070784166263,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.5,100.00983934614776,100.00983934614776,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.525,105.00276639868564,105.00276639868564,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.55,110.00586062634527,110.00586062634527,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.575,115.01585594718905,115.01585594718905,200,200,1.0,1.0
amc_max,AMC-max,0.35,0.6,120.00650364631618,119.40658461088752,200,199,0.995,0.9950009456387735
amc_max,AMC-max,0.35,0.625,125.00962477163866,124.38463152605394,200,199,0.995,0.9950004389923862
amc_max,AMC-max,0.35,0.65,130.01314400407838,129.3632191966631,200,199,0.995,0.9950010838335323
amc_max,AMC-max,0.35,0.675,134.9977535060828,132.97295943011042,200,197,0.985,0.9850012757739621
amc_max,AMC-max,0.35,0.7,140.0085840075407,135.80718277452863,200,194,0.97,0.9699918311238275
amc_max,AMC-max,0.35,0.725,144.99935044206734,138.47541985910868,200,191,0.955,0.9550071737351319
amc_max,AMC-max,0.35,0.75,150.00285301367725,143.2542588776297,200,191,0.955,0.9550102281359127
amc_max,AMC-max,0.35,0.775,155.00190074107897,144.15240287854817,200,186,0.93,0.93000409794552
amc_max,AMC-max,0.35,0.8,159.99999489046215,144.0006442885705,200,180,0.9,0.9000040555448455
amc_max,AMC-max,0.35,0.825,165.01275368398288,141.9142776086685,200,172,0.86,0.8600200556646037
amc_max,AMC-max,0.35,0.85,170.00131419950827,141.94975885128343,200,167,0.835,0.8349921265002433
amc_max,AMC-max,0.35,0.875,175.00007754549546,129.50206592817142,200,148,0.74,0.7400114773920844
amc_max,AMC-max,0.35,0.9,180.0023913474589,106.20001200057429,200,118,0.59,0.5899922284675443
amc_max,AMC-max,0.35,0.925,184.99566351692567,71.22622315225331,200,77,0.385,0.3850156365732144
amc_max,AMC-max,0.35,0.95,189.9930718296149,25.64817154542775,200,27,0.135,0.1349952990308454
amc_max,AMC-max,0.35,0.975,194.99496080417416,1.949221498032066,200,2,0.01,0.0099962660060205
amc_max,AMC-max,0.45,0.025,5.126553775785154,5.126553775785154,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.05,10.069362581783587,10.069362581783587,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.075,15.035342264829888,15.035342264829888,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.1,20.03390054937,20.03390054937,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.125,25.033559070227792,25.033559070227792,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.15,30.01854175508846,30.01854175508846,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.175,35.012552708644726,35.012552708644726,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.2,40.01175033713646,40.01175033713646,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.225,45.00652457335122,45.00652457335122,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.25,50.01913004584269,50.01913004584269,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.275,55.01699618297141,55.01699618297141,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.3,60.022957959605286,60.022957959605286,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.325,65.00450508259031,65.00450508259031,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.35,70.00645988915613,70.00645988915613,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.375,75.01302637759639,75.01302637759639,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.4,80.01267422173012,80.01267422173012,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.425,85.00913911318607,85.00913911318607,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.45,90.0093000378136,90.0093000378136,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.475,95.01862818229374,95.01862818229374,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.5,100.00626476286882,100.00626476286882,200,200,1.0,1.0
amc_max,AMC-max,0.45,0.525,105.01014699825596,104.48535772772645,200,199,0.995,0.9950024898971123
amc_max,AMC-max,0.45,0.55,109.99747987746603,108.89708649700111,200,198,0.99,0.9899961946247248
amc_max,AMC-max,0.45,0.575,115.00285624021468,113.85194719602706,200,198,0.99,0.9899923438268033
amc_max,AMC-max,0.45,0.6,119.99907713256947,115.20013445972425,200,192,0.96,0.9600085035025431
amc_max,AMC-max,0.45,0.625,125.0060659110216,119.37965420436376,200,191,0.955,0.9549908905167637
amc_max,AMC-max,0.45,0.65,130.0006764929461,123.5022497210239,200,190,0.95,0.9500123618797106
amc_max,AMC-max,0.45,0.675,135.00444729401696,123.52914505930917,200,183,0.915,0.9150005613539789
amc_max,AMC-max,0.45,0.7,140.0035028138311,121.80679024439509,200,174,0.87,0.8700267335908518
amc_max,AMC-max,0.45,0.725,144.998637909348,126.87401628944376,200,175,0.875,0.8750014353153055
amc_max,AMC-max,0.45,0.75,150.00536855654758,132.003539910406,200,176,0.88,0.8799921041535562
amc_max,AMC-max,0.45,0.775,155.00112023646506,122.45074104424357,200,158,0.79,0.7899990713450096
amc_max,AMC-max,0.45,0.8,159.99744508654936,122.39775081436005,200,153,0.765,0.7649981582402766
amc_max,AMC-max,0.45,0.825,165.0103768614829,109.73711368106544,200,133,0.665,0.6650315923657557
amc_max,AMC-max,0.45,0.85,169.99625782129976,107.94939968244103,200,127,0.635,0.6350104470882973
amc_max,AMC-max,0.45,0.875,175.0030044729032,93.62134667934764,200,107,0.535,0.5349699392952058
amc_max,AMC-max,0.45,0.9,180.00596097418997,73.80378053769562,200,82,0.41,0.41000742496676496
amc_max,AMC-max,0.45,0.925,185.0079567482784,41.62475233925367,200,45,0.225,0.2249889846407431
amc_max,AMC-max,0.45,0.95,189.99802098378183,14.25013601378844,200,15,0.075,0.07500149706825013
amc_max,AMC-max,0.45,0.975,194.99633348294967,0.9748050539026808,200,1,0.005,0.0049990942726516295
amc_max,AMC-max,0.55,0.025,5.124474402775881,5.124474402775881,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.05,10.075352360185155,10.075352360185155,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.075,15.051404590515094,15.051404590515094,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.1,20.046714447844685,20.046714447844685,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.125,25.022651254851105,25.022651254851105,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.15,30.028692419812756,30.028692419812756,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.175,35.03076998229275,35.03076998229275,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.2,40.03677878359392,40.03677878359392,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.225,45.024463834604646,45.024463834604646,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.25,50.00736092592127,50.00736092592127,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.275,55.01789998073636,55.01789998073636,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.3,60.011900875433284,60.011900875433284,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.325,65.0226227580917,65.0226227580917,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.35,70.01954450428609,70.01954450428609,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.375,75.01086873459089,75.01086873459089,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.4,80.01962019299215,80.01962019299215,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.425,85.00102844070145,85.00102844070145,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.45,90.01945575110848,90.01945575110848,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.475,94.99549426052512,94.52084126640196,200,199,0.995,0.9950034157112607
amc_max,AMC-max,0.55,0.5,100.01137297827644,100.01137297827644,200,200,1.0,1.0
amc_max,AMC-max,0.55,0.525,105.00408148415423,103.95386774861355,200,198,0.99,0.9899983532002119
amc_max,AMC-max,0.55,0.55,110.00416822567213,106.70285406222756,200,194,0.97,0.9699891902580275
amc_max,AMC-max,0.55,0.575,115.01208734700818,108.68552263726279,200,189,0.945,0.9449921755557986
amc_max,AMC-max,0.55,0.6,120.00189427074436,108.60198763239877,200,181,0.905,0.9050022776088393
amc_max,AMC-max,0.55,0.625,125.0009304695697,114.37353707143369,200,183,0.915,0.9149814856720355
amc_max,AMC-max,0.55,0.65,130.00517924267677,111.15565820776203,200,171,0.855,0.8550094608174886
amc_max,AMC-max,0.55,0.675,135.0023642112327,105.97725967432937,200,157,0.785,0.7850029908254871
amc_max,AMC-max,0.55,0.7,140.0088109011809,107.10708300034892,200,153,0.765,0.7650024474241537
amc_max,AMC-max,0.55,0.725,145.0023504964728,103.67634706402343,200,143,0.715,0.7149976997548422
amc_max,AMC-max,0.55,0.75,150.00804894368488,86.25409638956097,200,115,0.575,0.5749964551698287
amc_max,AMC-max,0.55,0.775,155.0033784669971,86.01877077066293,200,111,0.555,0.5549477154717489
amc_max,AMC-max,0.55,0.8,160.00840630247492,71.20353801836336,200,89,0.445,0.44499873265259826
amc_max,AMC-max,0.55,0.825,165.010690271622,74.25708143416497,200,90,0.45,0.45001376160496837
amc_max,AMC-max,0.55,0.85,170.00668072466885,62.05738604061166,200,73,0.365,0.3650291022451967
amc_max,AMC-max,0.55,0.875,174.99210120215812,56.87332876123164,200,65,0.325,0.32500511949124616
amc_max,AMC-max,0.55,0.9,180.0054526991952,30.603843834106765,200,34,0.17,0.17001620437158899
amc_max,AMC-max,0.55,0.925,185.0101386266575,20.352167092696025,200,22,0.11,0.11000568533039058
amc_max,AMC-max,0.55,0.95,190.00536075974048,2.8490749593578615,200,3,0.015,0.014994708296470028
amc_max,AMC-max,0.55,0.975,195.00515038158056,0.9752010970893934,200,1,0.005,0.005000899182309531
amc_max,AMC-max,0.65,0.025,5.134452592646109,5.134452592646109,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.05,10.057287425516948,10.057287425516948,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.075,15.058381625752313,15.058381625752313,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.1,20.031013702646447,20.031013702646447,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.125,25.03150854858651,25.03150854858651,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.15,30.035612526129125,30.035612526129125,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.175,35.016415465709876,35.016415465709876,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.2,40.026863233060546,40.026863233060546,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.225,45.01326276709878,45.01326276709878,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.25,50.012048786003525,50.012048786003525,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.275,55.009208984565205,55.009208984565205,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.3,60.01246620859997,60.01246620859997,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.325,65.00671464422862,65.00671464422862,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.35,70.0326404833891,70.0326404833891,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.375,75.00550312322389,75.00550312322389,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.4,80.01577383118969,80.01577383118969,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.425,85.00695184333205,85.00695184333205,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.45,90.00821883745884,90.00821883745884,200,200,1.0,1.0
amc_max,AMC-max,0.65,0.475,95.00853512080742,94.53322074301923,200,199,0.995,0.9949971402339399
amc_max,AMC-max,0.65,0.5,100.01679873687624,99.5165607506488,200,199,0.995,0.9949984603332139
amc_max,AMC-max,0.65,0.525,105.00651451426326,96.60496454916986,200,184,0.92,0.9199902024749884
amc_max,AMC-max,0.65,0.55,110.00876850113785,100.65761769095721,200,183,0.915,0.9149963140430581
amc_max,AMC-max,0.65,0.575,115.0165729348894,97.18993076592076,200,169,0.845,0.845008056542771
amc_max,AMC-max,0.65,0.6,120.00905562133616,92.40680167695913,200,154,0.77,0.7699985738453751
amc_max,AMC-max,0.65,0.625,125.01073330284729,89.37890954608241,200,143,0.715,0.7149698844622863
amc_max,AMC-max,0.65,0.65,130.00467712888099,80.60215750883742,200,124,0.62,0.6199942901202851
amc_max,AMC-max,0.65,0.675,135.01145824527242,66.15776453873059,200,98,0.49,0.4900159245635522
amc_max,AMC-max,0.65,0.7,139.999249680852,68.59774385077618,200,98,0.49,0.48998651069312443
amc_max,AMC-max,0.65,0.725,145.00051270253743,60.174620284025906,200,83,0.415,0.4149959138935712
amc_max,AMC-max,0.65,0.75,149.9986545531746,46.50287985892218,200,62,0.31,0.31002197984673846
amc_max,AMC-max,0.65,0.775,155.01264538842332,49.60016852406859,200,64,0.32,0.31997498268468905
amc_max,AMC-max,0.65,0.8,160.00295715920288,39.996936444891524,200,50,0.25,0.24997623265859137
amc_max,AMC-max,0.65,0.825,165.00545395123868,37.94879488365265,200,46,0.23,0.2299850942797747
amc_max,AMC-max,0.65,0.85,170.0075455487177,25.50538886741741,200,30,0.15,0.15002504027157157
amc_max,AMC-max,0.65,0.875,175.00915497057053,21.87385015896879,200,25,0.125,0.12498689090091937
amc_max,AMC-max,0.65,0.9,180.004382727982,14.399945163455518,200,16,0.08,0.07999774752827182
amc_max,AMC-max,0.65,0.925,185.00487003790084,9.24955564207979,200,10,0.05,0.04999628193671274
amc_max,AMC-max,0.65,0.95,190.0007660120894,1.8995749923196543,200,2,0.01,0.009997722810226923
amc_max,AMC-max,0.65,0.975,194.991032586332,0.0,200,0,0.0,0.0
amc_max,AMC-max,0.75,0.025,5.138373648231289,5.138373648231289,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.05,10.075334648598474,10.075334648598474,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.075,15.035916775257727,15.035916775257727,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.1,20.037829572537902,20.037829572537902,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.125,25.039632328693976,25.039632328693976,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.15,30.033260265541394,30.033260265541394,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.175,35.016746311651254,35.016746311651254,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.2,40.02253205137834,40.02253205137834,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.225,45.00906016193033,45.00906016193033,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.25,50.019641059211686,50.019641059211686,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.275,55.01708138057265,55.01708138057265,200,200,1.0,1.0
amc_max,AMC-max,0.75,0.3,60.023040823659876,60.023040823659876,200,200,1.0,1.0
