figure,sweep_type,sweep_value,util_level,taskset_id,seed,num_tasks,cf,cp,actual_total_util_lo,actual_total_util_hi,deadline_mode,method,method_label,priority_policy,schedulable,details
fig1,util,0.2,0.2,101,702127,20,2.0,0.5,0.20010358534981457,0.12827680441592035,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,101,702127,20,2.0,0.5,0.20010358534981457,0.12827680441592035,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.2,0.2,102,702128,20,2.0,0.5,0.19980080597209413,0.2010879070129281,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,102,702128,20,2.0,0.5,0.19980080597209413,0.2010879070129281,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,102,702128,20,2.0,0.5,0.19980080597209413,0.2010879070129281,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,102,702128,20,2.0,0.5,0.19980080597209413,0.2010879070129281,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,102,702128,20,2.0,0.5,0.19980080597209413,0.2010879070129281,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,102,702128,20,2.0,0.5,0.19980080597209413,0.2010879070129281,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_16 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,103,702129,20,2.0,0.5,0.19996407378979913,0.21462661763649585,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,103,702129,20,2.0,0.5,0.19996407378979913,0.21462661763649585,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,103,702129,20,2.0,0.5,0.19996407378979913,0.21462661763649585,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,103,702129,20,2.0,0.5,0.19996407378979913,0.21462661763649585,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,103,702129,20,2.0,0.5,0.19996407378979913,0.21462661763649585,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,103,702129,20,2.0,0.5,0.19996407378979913,0.21462661763649585,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_18 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,104,702130,20,2.0,0.5,0.200163576139763,0.26454099501115835,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,104,702130,20,2.0,0.5,0.200163576139763,0.26454099501115835,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,104,702130,20,2.0,0.5,0.200163576139763,0.26454099501115835,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,104,702130,20,2.0,0.5,0.200163576139763,0.26454099501115835,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,104,702130,20,2.0,0.5,0.200163576139763,0.26454099501115835,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,104,702130,20,2.0,0.5,0.200163576139763,0.26454099501115835,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_1 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,105,702131,20,2.0,0.5,0.20043688142482968,0.13947016120305852,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,105,702131,20,2.0,0.5,0.20043688142482968,0.13947016120305852,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,105,702131,20,2.0,0.5,0.20043688142482968,0.13947016120305852,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,105,702131,20,2.0,0.5,0.20043688142482968,0.13947016120305852,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,105,702131,20,2.0,0.5,0.20043688142482968,0.13947016120305852,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,105,702131,20,2.0,0.5,0.20043688142482968,0.13947016120305852,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_4 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,106,702132,20,2.0,0.5,0.19950483213057116,0.2913168983579164,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,106,702132,20,2.0,0.5,0.19950483213057116,0.2913168983579164,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,106,702132,20,2.0,0.5,0.19950483213057116,0.2913168983579164,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,106,702132,20,2.0,0.5,0.19950483213057116,0.2913168983579164,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,106,702132,20,2.0,0.5,0.19950483213057116,0.2913168983579164,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,106,702132,20,2.0,0.5,0.19950483213057116,0.2913168983579164,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_4 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,107,702133,20,2.0,0.5,0.20072223029300265,0.24560704809449402,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,107,702133,20,2.0,0.5,0.20072223029300265,0.24560704809449402,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,107,702133,20,2.0,0.5,0.20072223029300265,0.24560704809449402,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,107,702133,20,2.0,0.5,0.20072223029300265,0.24560704809449402,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,107,702133,20,2.0,0.5,0.20072223029300265,0.24560704809449402,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,107,702133,20,2.0,0.5,0.20072223029300265,0.24560704809449402,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_12 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,108,702134,20,2.0,0.5,0.19989966665850908,0.23542963551018567,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,108,702134,20,2.0,0.5,0.19989966665850908,0.23542963551018567,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,108,702134,20,2.0,0.5,0.19989966665850908,0.23542963551018567,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,108,702134,20,2.0,0.5,0.19989966665850908,0.23542963551018567,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,108,702134,20,2.0,0.5,0.19989966665850908,0.23542963551018567,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,108,702134,20,2.0,0.5,0.19989966665850908,0.23542963551018567,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_1 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,109,702135,20,2.0,0.5,0.19973961969453344,0.23021348212042902,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,109,702135,20,2.0,0.5,0.19973961969453344,0.23021348212042902,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,109,702135,20,2.0,0.5,0.19973961969453344,0.23021348212042902,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,109,702135,20,2.0,0.5,0.19973961969453344,0.23021348212042902,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,109,702135,20,2.0,0.5,0.19973961969453344,0.23021348212042902,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,109,702135,20,2.0,0.5,0.19973961969453344,0.23021348212042902,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_17 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,110,702136,20,2.0,0.5,0.2009667123852165,0.21999051593102742,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,110,702136,20,2.0,0.5,0.2009667123852165,0.21999051593102742,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,110,702136,20,2.0,0.5,0.2009667123852165,0.21999051593102742,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,110,702136,20,2.0,0.5,0.2009667123852165,0.21999051593102742,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,110,702136,20,2.0,0.5,0.2009667123852165,0.21999051593102742,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,110,702136,20,2.0,0.5,0.2009667123852165,0.21999051593102742,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_2 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,111,702137,20,2.0,0.5,0.19950401684806518,0.2505279223893808,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,111,702137,20,2.0,0.5,0.19950401684806518,0.2505279223893808,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,111,702137,20,2.0,0.5,0.19950401684806518,0.2505279223893808,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,111,702137,20,2.0,0.5,0.19950401684806518,0.2505279223893808,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,111,702137,20,2.0,0.5,0.19950401684806518,0.2505279223893808,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,111,702137,20,2.0,0.5,0.19950401684806518,0.2505279223893808,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_13 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,112,702138,20,2.0,0.5,0.20011227646926427,0.20330108397432645,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,112,702138,20,2.0,0.5,0.20011227646926427,0.20330108397432645,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,112,702138,20,2.0,0.5,0.20011227646926427,0.20330108397432645,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,112,702138,20,2.0,0.5,0.20011227646926427,0.20330108397432645,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,112,702138,20,2.0,0.5,0.20011227646926427,0.20330108397432645,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,112,702138,20,2.0,0.5,0.20011227646926427,0.20330108397432645,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_6 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,113,702139,20,2.0,0.5,0.19963844742670783,0.24334296416071768,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,113,702139,20,2.0,0.5,0.19963844742670783,0.24334296416071768,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,113,702139,20,2.0,0.5,0.19963844742670783,0.24334296416071768,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,113,702139,20,2.0,0.5,0.19963844742670783,0.24334296416071768,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,113,702139,20,2.0,0.5,0.19963844742670783,0.24334296416071768,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,113,702139,20,2.0,0.5,0.19963844742670783,0.24334296416071768,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_3 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,114,702140,20,2.0,0.5,0.20006733008320557,0.14868534018552404,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,114,702140,20,2.0,0.5,0.20006733008320557,0.14868534018552404,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,114,702140,20,2.0,0.5,0.20006733008320557,0.14868534018552404,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,114,702140,20,2.0,0.5,0.20006733008320557,0.14868534018552404,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,114,702140,20,2.0,0.5,0.20006733008320557,0.14868534018552404,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,114,702140,20,2.0,0.5,0.20006733008320557,0.14868534018552404,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_16 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,115,702141,20,2.0,0.5,0.20014717082233055,0.23720092307585947,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,115,702141,20,2.0,0.5,0.20014717082233055,0.23720092307585947,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,115,702141,20,2.0,0.5,0.20014717082233055,0.23720092307585947,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,115,702141,20,2.0,0.5,0.20014717082233055,0.23720092307585947,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,115,702141,20,2.0,0.5,0.20014717082233055,0.23720092307585947,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,115,702141,20,2.0,0.5,0.20014717082233055,0.23720092307585947,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_18 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,116,702142,20,2.0,0.5,0.19996278818247132,0.18484907638867143,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,116,702142,20,2.0,0.5,0.19996278818247132,0.18484907638867143,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,116,702142,20,2.0,0.5,0.19996278818247132,0.18484907638867143,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,116,702142,20,2.0,0.5,0.19996278818247132,0.18484907638867143,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,116,702142,20,2.0,0.5,0.19996278818247132,0.18484907638867143,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,116,702142,20,2.0,0.5,0.19996278818247132,0.18484907638867143,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_18 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,117,702143,20,2.0,0.5,0.20025985777686942,0.15111600136579334,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,117,702143,20,2.0,0.5,0.20025985777686942,0.15111600136579334,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,117,702143,20,2.0,0.5,0.20025985777686942,0.15111600136579334,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,117,702143,20,2.0,0.5,0.20025985777686942,0.15111600136579334,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,117,702143,20,2.0,0.5,0.20025985777686942,0.15111600136579334,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,117,702143,20,2.0,0.5,0.20025985777686942,0.15111600136579334,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_10 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,118,702144,20,2.0,0.5,0.1996907462827883,0.12838940175261118,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,118,702144,20,2.0,0.5,0.1996907462827883,0.12838940175261118,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,118,702144,20,2.0,0.5,0.1996907462827883,0.12838940175261118,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,118,702144,20,2.0,0.5,0.1996907462827883,0.12838940175261118,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,118,702144,20,2.0,0.5,0.1996907462827883,0.12838940175261118,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,118,702144,20,2.0,0.5,0.1996907462827883,0.12838940175261118,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_4 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,119,702145,20,2.0,0.5,0.19989150592933214,0.16292984493167995,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,119,702145,20,2.0,0.5,0.19989150592933214,0.16292984493167995,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,119,702145,20,2.0,0.5,0.19989150592933214,0.16292984493167995,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,119,702145,20,2.0,0.5,0.19989150592933214,0.16292984493167995,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,119,702145,20,2.0,0.5,0.19989150592933214,0.16292984493167995,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.2,0.2,119,702145,20,2.0,0.5,0.19989150592933214,0.16292984493167995,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_6 在 classic_single_budget 分析下超过截止期"
fig1,util,0.2,0.2,120,702146,20,2.0,0.5,0.2003394695983225,0.2455594681211436,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.2,0.2,120,702146,20,2.0,0.5,0.2003394695983225,0.2455594681211436,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.2,0.2,120,702146,20,2.0,0.5,0.2003394695983225,0.2455594681211436,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.2,0.2,120,702146,20,2.0,0.5,0.2003394695983225,0.2455594681211436,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.2,0.2,120,702146,20,2.0,0.5,0.2003394695983225,0.2455594681211436,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
