method,method_label,sweep_value,util_level,util_sum,weighted_success_sum,taskset_count,success_count,schedulable_ratio,weighted_schedulability_at_util
amc_max,AMC-max,1.0,0.675,135.00566887028583,135.00566887028583,200,200,1.0,1.0
amc_max,AMC-max,1.0,0.7,140.01085780267155,140.01085780267155,200,200,1.0,1.0
amc_max,AMC-max,1.0,0.725,145.00330748260743,145.00330748260743,200,200,1.0,1.0
amc_max,AMC-max,1.0,0.75,149.99880840634685,149.99880840634685,200,200,1.0,1.0
amc_max,AMC-max,1.0,0.775,155.00410862662332,155.00410862662332,200,200,1.0,1.0
amc_max,AMC-max,1.0,0.8,159.9963870813707,159.9963870813707,200,200,1.0,1.0
amc_max,AMC-max,1.0,0.825,165.0089074783576,165.0089074783576,200,200,1.0,1.0
amc_max,AMC-max,1.0,0.85,170.00517541628386,170.00517541628386,200,200,1.0,1.0
amc_max,AMC-max,1.0,0.875,175.01398167579455,168.0138438154824,200,192,0.96,0.9600024078460223
amc_max,AMC-max,1.0,0.9,180.0008036048297,161.10157179233377,200,179,0.895,0.8950047364566941
amc_max,AMC-max,1.0,0.925,185.0008705874767,106.373179883997,200,115,0.575,0.5749874557141557
amc_max,AMC-max,1.0,0.95,189.99766182501563,40.84304286672657,200,43,0.215,0.21496602892062044
amc_max,AMC-max,1.0,0.975,194.99701792278387,3.9010083097132116,200,4,0.02,0.02000547675686998
amc_max,AMC-max,1.5,0.025,5.133075019022422,5.133075019022422,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.05,10.064032423590758,10.064032423590758,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.075,15.043832593327416,15.043832593327416,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.1,20.04896671567419,20.04896671567419,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.125,25.034283799570023,25.034283799570023,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.15,30.026106068640118,30.026106068640118,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.175,35.01678966234951,35.01678966234951,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.2,40.01427295929859,40.01427295929859,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.225,45.008695167739,45.008695167739,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.25,50.02157952417979,50.02157952417979,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.275,55.001586640933056,55.001586640933056,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.3,60.0105721754941,60.0105721754941,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.325,65.00865875556394,65.00865875556394,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.35,70.02134275002804,70.02134275002804,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.375,75.0068434500792,75.0068434500792,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.4,79.99985223088021,79.99985223088021,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.425,85.01396523835977,85.01396523835977,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.45,90.00369872569703,90.00369872569703,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.475,95.01131444738856,95.01131444738856,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.5,99.99539908242073,99.99539908242073,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.525,105.01238711880423,105.01238711880423,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.55,110.00778426632338,110.00778426632338,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.575,115.00905854506904,115.00905854506904,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.6,119.99622963446068,119.99622963446068,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.625,125.00826252404102,125.00826252404102,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.65,130.00988743741223,130.00988743741223,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.675,135.00577853861085,135.00577853861085,200,200,1.0,1.0
amc_max,AMC-max,1.5,0.7,140.00391398281565,139.30440431977175,200,199,0.995,0.9950036420901078
amc_max,AMC-max,1.5,0.725,145.00152034732412,142.8263500084147,200,197,0.985,0.9849989825368781
amc_max,AMC-max,1.5,0.75,150.01220687200035,146.2631382353602,200,195,0.975,0.9750082428969326
amc_max,AMC-max,1.5,0.775,155.0019814655053,151.9015963156879,200,196,0.98,0.9799977708639332
amc_max,AMC-max,1.5,0.8,160.01021129713106,148.00969932184645,200,185,0.925,0.9250015865987437
amc_max,AMC-max,1.5,0.825,165.00429107495765,146.85644915372117,200,178,0.89,0.8900159395673393
amc_max,AMC-max,1.5,0.85,170.0092104679443,140.25811552266515,200,165,0.825,0.8250030403447535
amc_max,AMC-max,1.5,0.875,175.00963666037407,118.13305286855069,200,135,0.675,0.6750088459288742
amc_max,AMC-max,1.5,0.9,180.01119035103036,110.7031915730344,200,123,0.615,0.6149794985364961
amc_max,AMC-max,1.5,0.925,185.001385115156,61.97043428953835,200,67,0.335,0.3349728125060481
amc_max,AMC-max,1.5,0.95,189.99050705014633,18.99705611407135,200,20,0.1,0.09998950162840105
amc_max,AMC-max,1.5,0.975,195.00609973849208,0.0,200,0,0.0,0.0
amc_max,AMC-max,2.0,0.025,5.1322712080672455,5.1322712080672455,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.05,10.071514649778374,10.071514649778374,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.075,15.045002782388526,15.045002782388526,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.1,20.022201245791617,20.022201245791617,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.125,25.03017249781412,25.03017249781412,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.15,30.021263333263633,30.021263333263633,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.175,35.01151134600201,35.01151134600201,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.2,40.02693585497304,40.02693585497304,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.225,45.01656476839699,45.01656476839699,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.25,50.01928028438367,50.01928028438367,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.275,55.00885528028769,55.00885528028769,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.3,60.0158736473339,60.0158736473339,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.325,65.01640693405453,65.01640693405453,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.35,70.00620176135585,70.00620176135585,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.375,75.02164626155816,75.02164626155816,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.4,80.01148416633471,80.01148416633471,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.425,85.00793804439452,85.00793804439452,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.45,90.01854956692674,90.01854956692674,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.475,95.0066191984433,95.0066191984433,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.5,100.00816184135975,100.00816184135975,200,200,1.0,1.0
amc_max,AMC-max,2.0,0.525,105.00111211090709,103.42732155150382,200,197,0.985,0.9850116772311807
amc_max,AMC-max,2.0,0.55,110.00336420461748,108.3525259089028,200,197,0.985,0.9849928381040788
amc_max,AMC-max,2.0,0.575,115.00689301199115,112.70671287311046,200,196,0.98,0.9799996323816794
amc_max,AMC-max,2.0,0.6,120.01025171539915,116.41185529848603,200,194,0.97,0.9700159247607728
amc_max,AMC-max,2.0,0.625,125.00035860001758,116.24945438396705,200,186,0.93,0.9299929671077816
amc_max,AMC-max,2.0,0.65,130.00776760397898,118.30647141408404,200,182,0.91,0.9099954071549121
amc_max,AMC-max,2.0,0.675,135.00960278567936,116.78232086909235,200,173,0.865,0.8649927002190958
amc_max,AMC-max,2.0,0.7,140.00309804117296,116.20051079192588,200,166,0.83,0.829985281881069
amc_max,AMC-max,2.0,0.725,145.00529227886912,110.20096604152799,200,152,0.76,0.7599789242836278
amc_max,AMC-max,2.0,0.75,150.00466425500338,108.75433576463443,200,145,0.725,0.7250063610005844
amc_max,AMC-max,2.0,0.775,155.00909580401375,100.75331082143191,200,130,0.65,0.6499832174288642
amc_max,AMC-max,2.0,0.8,160.01232576670694,93.61179101053042,200,117,0.585,0.5850286255260957
amc_max,AMC-max,2.0,0.825,165.00066882247498,89.92157452541396,200,109,0.545,0.5449770305001673
amc_max,AMC-max,2.0,0.85,169.99530903468138,85.84422438687734,200,101,0.505,0.5049799601785714
amc_max,AMC-max,2.0,0.875,174.99284691511403,83.1197982590354,200,95,0.475,0.47498969086065196
amc_max,AMC-max,2.0,0.9,179.9981223988979,51.30136481032598,200,57,0.285,0.2850105552581036
amc_max,AMC-max,2.0,0.925,185.002013321288,31.446015040938676,200,34,0.17,0.16997660985627888
amc_max,AMC-max,2.0,0.95,190.0220848347882,6.652785747326218,200,7,0.035,0.035010592337782115
amc_max,AMC-max,2.0,0.975,195.01091945254603,0.974788093415791,200,1,0.005,0.004998633390131756
amc_max,AMC-max,2.5,0.025,5.1338077926639,5.1338077926639,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.05,10.073996898137175,10.073996898137175,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.075,15.04803964022425,15.04803964022425,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.1,20.051669754515828,20.051669754515828,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.125,25.022964409667374,25.022964409667374,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.15,30.03361905068292,30.03361905068292,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.175,35.02166270972706,35.02166270972706,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.2,40.03079116364508,40.03079116364508,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.225,45.01430797406431,45.01430797406431,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.25,50.01834550149353,50.01834550149353,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.275,55.013989240599976,55.013989240599976,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.3,60.016379429851696,60.016379429851696,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.325,65.00530574168677,65.00530574168677,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.35,70.01075008388545,70.01075008388545,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.375,75.02295907306234,75.02295907306234,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.4,80.00435515003136,80.00435515003136,200,200,1.0,1.0
amc_max,AMC-max,2.5,0.425,85.01019220914327,84.16000375004118,200,198,0.99,0.9899989820395837
amc_max,AMC-max,2.5,0.45,90.00828740211077,88.65675691762081,200,197,0.985,0.9849843772890376
amc_max,AMC-max,2.5,0.475,95.00070784166263,91.19748400598671,200,192,0.96,0.9599663631768435
amc_max,AMC-max,2.5,0.5,100.00983934614776,93.50860929655812,200,187,0.935,0.9349940956600481
amc_max,AMC-max,2.5,0.525,105.00276639868564,94.50169294307045,200,180,0.9,0.8999924114785358
amc_max,AMC-max,2.5,0.55,110.00586062634527,96.80574644717808,200,176,0.88,0.8800053551328165
amc_max,AMC-max,2.5,0.575,115.01585594718905,90.86127254829903,200,158,0.79,0.7899891001986639
amc_max,AMC-max,2.5,0.6,120.00650364631618,91.80724878665461,200,153,0.765,0.765018944783438
amc_max,AMC-max,2.5,0.625,125.00962477163866,92.50424750759639,200,148,0.74,0.7399770031833831
amc_max,AMC-max,2.5,0.65,130.01314400407838,81.90622543623758,200,126,0.63,0.6299841917034809
amc_max,AMC-max,2.5,0.675,134.9977535060828,82.35004889841777,200,122,0.61,0.6100105132098157
amc_max,AMC-max,2.5,0.7,140.0085840075407,80.50463925742307,200,115,0.575,0.5749978819376331
amc_max,AMC-max,2.5,0.725,144.99935044206734,78.29833886742816,200,108,0.54,0.5399909629161496
amc_max,AMC-max,2.5,0.75,150.00285301367725,69.75120440469263,200,93,0.465,0.4649991850377187
amc_max,AMC-max,2.5,0.775,155.00190074107897,51.92717687321098,200,67,0.335,0.3350099361681513
amc_max,AMC-max,2.5,0.8,159.99999489046215,56.00256987992965,200,70,0.35,0.35001607292718767
amc_max,AMC-max,2.5,0.825,165.01275368398288,54.45806748087403,200,66,0.33,0.3300233846479956
amc_max,AMC-max,2.5,0.85,170.00131419950827,47.60100213024047,200,56,0.28,0.28000373029103415
amc_max,AMC-max,2.5,0.875,175.00007754549546,43.744628083897595,200,50,0.25,0.24996919257092975
amc_max,AMC-max,2.5,0.9,180.0023913474589,26.99651366851662,200,30,0.15,0.14997863898599662
amc_max,AMC-max,2.5,0.925,184.99566351692567,14.802590116997866,200,16,0.08,0.08001587624049114
amc_max,AMC-max,2.5,0.95,189.9930718296149,4.749890315098357,200,5,0.025,0.025000334324601275
amc_max,AMC-max,2.5,0.975,194.99496080417416,0.0,200,0,0.0,0.0
amc_max,AMC-max,3.0,0.025,5.126553775785154,5.126553775785154,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.05,10.069362581783587,10.069362581783587,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.075,15.035342264829888,15.035342264829888,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.1,20.03390054937,20.03390054937,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.125,25.033559070227792,25.033559070227792,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.15,30.01854175508846,30.01854175508846,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.175,35.012552708644726,35.012552708644726,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.2,40.01175033713646,40.01175033713646,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.225,45.00652457335122,45.00652457335122,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.25,50.01913004584269,50.01913004584269,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.275,55.01699618297141,55.01699618297141,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.3,60.022957959605286,60.022957959605286,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.325,65.00450508259031,65.00450508259031,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.35,70.00645988915613,70.00645988915613,200,200,1.0,1.0
amc_max,AMC-max,3.0,0.375,75.01302637759639,73.13763516971153,200,195,0.975,0.9749991261725047
amc_max,AMC-max,3.0,0.4,80.01267422173012,78.01214990289911,200,195,0.975,0.9749974071196873
amc_max,AMC-max,3.0,0.425,85.00913911318607,80.75658849495122,200,190,0.95,0.949975371323632
amc_max,AMC-max,3.0,0.45,90.0093000378136,77.85479199189729,200,173,0.865,0.8649638643916783
amc_max,AMC-max,3.0,0.475,95.01862818229374,76.49192861267922,200,161,0.805,0.8050203425998642
amc_max,AMC-max,3.0,0.5,100.00626476286882,76.50587619302483,200,153,0.765,0.7650108358154637
amc_max,AMC-max,3.0,0.525,105.01014699825596,76.65542891550588,200,146,0.73,0.7299811599804635
amc_max,AMC-max,3.0,0.55,109.99747987746603,72.04636704392259,200,131,0.655,0.6549819788978813
amc_max,AMC-max,3.0,0.575,115.00285624021468,69.00170230942895,200,120,0.6,0.5999999005702968
amc_max,AMC-max,3.0,0.6,119.99907713256947,64.79843879298423,200,108,0.54,0.5399911427768556
amc_max,AMC-max,3.0,0.625,125.0060659110216,64.37756423977048,200,103,0.515,0.5149955225820319
amc_max,AMC-max,3.0,0.65,130.0006764929461,55.25088350842252,200,85,0.425,0.425004584583223
amc_max,AMC-max,3.0,0.675,135.00444729401696,58.73314058521035,200,87,0.435,0.4350459689472263
amc_max,AMC-max,3.0,0.7,140.0035028138311,48.30443713745052,200,69,0.345,0.3450230613278518
amc_max,AMC-max,3.0,0.725,144.998637909348,54.371820772709,200,75,0.375,0.37498159676990783
amc_max,AMC-max,3.0,0.75,150.00536855654758,41.24765709429809,200,55,0.275,0.2749745391862355
amc_max,AMC-max,3.0,0.775,155.00112023646506,34.102279503164105,200,44,0.22,0.220013116364183
amc_max,AMC-max,3.0,0.8,159.99744508654936,27.203460231108608,200,34,0.17,0.17002434142865913
amc_max,AMC-max,3.0,0.825,165.0103768614829,36.302043963488636,200,44,0.22,0.21999855193326534
amc_max,AMC-max,3.0,0.85,169.99625782129976,35.70422724252236,200,42,0.21,0.21002948947296637
amc_max,AMC-max,3.0,0.875,175.0030044729032,27.12385303599243,200,31,0.155,0.15499078497359275
amc_max,AMC-max,3.0,0.9,180.00596097418997,15.30029210039282,200,17,0.085,0.08499880791495923
amc_max,AMC-max,3.0,0.925,185.0079567482784,6.47614091474246,200,7,0.035,0.03500466157546883
amc_max,AMC-max,3.0,0.95,189.99802098378183,2.850796575959833,200,3,0.015,0.015004348788470677
amc_max,AMC-max,3.0,0.975,194.99633348294967,0.9748050539026808,200,1,0.005,0.0049990942726516295
amc_max,AMC-max,3.5,0.025,5.124474402775881,5.124474402775881,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.05,10.075352360185155,10.075352360185155,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.075,15.051404590515094,15.051404590515094,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.1,20.046714447844685,20.046714447844685,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.125,25.022651254851105,25.022651254851105,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.15,30.028692419812756,30.028692419812756,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.175,35.03076998229275,35.03076998229275,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.2,40.03677878359392,40.03677878359392,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.225,45.024463834604646,45.024463834604646,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.25,50.00736092592127,50.00736092592127,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.275,55.01789998073636,55.01789998073636,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.3,60.011900875433284,60.011900875433284,200,200,1.0,1.0
amc_max,AMC-max,3.5,0.325,65.0226227580917,64.6978352183118,200,199,0.995,0.9950050070882525
amc_max,AMC-max,3.5,0.35,70.01954450428609,65.8207978954382,200,188,0.94,0.9400346483460648
amc_max,AMC-max,3.5,0.375,75.01086873459089,70.13553991151264,200,187,0.935,0.9350050345326821
amc_max,AMC-max,3.5,0.4,80.01962019299215,68.41705035569272,200,171,0.855,0.8550034377904291
amc_max,AMC-max,3.5,0.425,85.00102844070145,64.60085642999925,200,152,0.76,0.7600008801665995
amc_max,AMC-max,3.5,0.45,90.01945575110848,66.16378518544278,200,147,0.735,0.7349942813293231
amc_max,AMC-max,3.5,0.475,94.99549426052512,61.267245925087984,200,129,0.645,0.6449489673379937
amc_max,AMC-max,3.5,0.5,100.01137297827644,60.51044587345572,200,121,0.605,0.6050356481617271
amc_max,AMC-max,3.5,0.525,105.00408148415423,52.50690870835979,200,100,0.5,0.5000463597815806
amc_max,AMC-max,3.5,0.55,110.00416822567213,50.60435760933674,200,92,0.46,0.46002218302785175
amc_max,AMC-max,3.5,0.575,115.01208734700818,46.002763420733615,200,80,0.4,0.3999819886925154
amc_max,AMC-max,3.5,0.6,120.00189427074436,43.80142464690165,200,73,0.365,0.3650061102208796
amc_max,AMC-max,3.5,0.625,125.0009304695697,50.00106019923969,200,80,0.4,0.40000550405032365
amc_max,AMC-max,3.5,0.65,130.00517924267677,37.04531774304837,200,57,0.285,0.2849526300325081
amc_max,AMC-max,3.5,0.675,135.0023642112327,33.073399474803985,200,49,0.245,0.24498385393499764
amc_max,AMC-max,3.5,0.7,140.0088109011809,39.205146924348306,200,56,0.28,0.2800191407383607
amc_max,AMC-max,3.5,0.725,145.0023504964728,25.37654178284512,200,35,0.175,0.17500779605267439
amc_max,AMC-max,3.5,0.75,150.00804894368488,21.749168762400682,200,29,0.145,0.14498667848526997
amc_max,AMC-max,3.5,0.775,155.0033784669971,20.924824902082786,200,27,0.135,0.13499592788900433
amc_max,AMC-max,3.5,0.8,160.00840630247492,19.20630100609894,200,24,0.12,0.12003307482353111
amc_max,AMC-max,3.5,0.825,165.010690271622,21.45036368326786,200,26,0.13,0.12999378190563707
amc_max,AMC-max,3.5,0.85,170.00668072466885,14.452414999008075,200,17,0.085,0.08501086508720333
amc_max,AMC-max,3.5,0.875,174.99210120215812,18.376416298497034,200,21,0.105,0.10501283299220367
amc_max,AMC-max,3.5,0.9,180.0054526991952,8.102640264045764,200,9,0.045,0.04501330455575689
amc_max,AMC-max,3.5,0.925,185.0101386266575,0.9238254099528734,200,1,0.005,0.004993377210624729
amc_max,AMC-max,3.5,0.95,190.00536075974048,0.0,200,0,0.0,0.0
amc_max,AMC-max,3.5,0.975,195.00515038158056,0.0,200,0,0.0,0.0
amc_max,AMC-max,4.0,0.025,5.134452592646109,5.134452592646109,200,200,1.0,1.0
amc_max,AMC-max,4.0,0.05,10.057287425516948,10.057287425516948,200,200,1.0,1.0
amc_max,AMC-max,4.0,0.075,15.058381625752313,15.058381625752313,200,200,1.0,1.0
amc_max,AMC-max,4.0,0.1,20.031013702646447,20.031013702646447,200,200,1.0,1.0
amc_max,AMC-max,4.0,0.125,25.03150854858651,25.03150854858651,200,200,1.0,1.0
amc_max,AMC-max,4.0,0.15,30.035612526129125,30.035612526129125,200,200,1.0,1.0
amc_max,AMC-max,4.0,0.175,35.016415465709876,35.016415465709876,200,200,1.0,1.0
amc_max,AMC-max,4.0,0.2,40.026863233060546,40.026863233060546,200,200,1.0,1.0
amc_max,AMC-max,4.0,0.225,45.01326276709878,45.01326276709878,200,200,1.0,1.0
amc_max,AMC-max,4.0,0.25,50.012048786003525,50.012048786003525,200,200,1.0,1.0
amc_max,AMC-max,4.0,0.275,55.009208984565205,54.73335938649398,200,199,0.995,0.9949853923885976
amc_max,AMC-max,4.0,0.3,60.01246620859997,58.512804110142206,200,195,0.975,0.9750108236971129
amc_max,AMC-max,4.0,0.325,65.00671464422862,61.756223209693246,200,190,0.95,0.9499976048270583
amc_max,AMC-max,4.0,0.35,70.0326404833891,58.82830775251218,200,168,0.84,0.8400127047396642
amc_max,AMC-max,4.0,0.375,75.00550312322389,60.00577107834668,200,160,0.8,0.8000182463914057
amc_max,AMC-max,4.0,0.4,80.01577383118969,55.207790130551246,200,138,0.69,0.6899613349615769
amc_max,AMC-max,4.0,0.425,85.00695184333205,52.702579261956046,200,124,0.62,0.6199796383604836
amc_max,AMC-max,4.0,0.45,90.00821883745884,54.91079342915076,200,122,0.61,0.6100642156724744
amc_max,AMC-max,4.0,0.475,95.00853512080742,44.65258045773284,200,94,0.47,0.4699849376790745
amc_max,AMC-max,4.0,0.5,100.01679873687624,46.0033874381807,200,92,0.46,0.4599566074815713
amc_max,AMC-max,4.0,0.525,105.00651451426326,37.27758890817285,200,71,0.355,0.35500263084257844
amc_max,AMC-max,4.0,0.55,110.00876850113785,37.9481767437791,200,69,0.345,0.3449559272485319
amc_max,AMC-max,4.0,0.575,115.0165729348894,32.779411813923105,200,57,0.285,0.28499729193356726
amc_max,AMC-max,4.0,0.6,120.00905562133616,37.20392885300169,200,62,0.31,0.31000934604794345
amc_max,AMC-max,4.0,0.625,125.01073330284729,27.505557804725772,200,44,0.22,0.22002556962922237
amc_max,AMC-max,4.0,0.65,130.00467712888099,24.051586874870427,200,37,0.185,0.18500555061589616
amc_max,AMC-max,4.0,0.675,135.01145824527242,18.22507221935879,200,27,0.135,0.13498907763998588
amc_max,AMC-max,4.0,0.7,139.999249680852,11.201226511604265,200,16,0.08,0.08000918960022313
amc_max,AMC-max,4.0,0.725,145.00051270253743,20.301570979774482,200,28,0.14,0.14001033928357423
amc_max,AMC-max,4.0,0.75,149.9986545531746,15.75058741204524,200,21,0.105,0.10500485793665336
amc_max,AMC-max,4.0,0.775,155.01264538842332,9.300021815854553,200,12,0.06,0.05999524614621601
amc_max,AMC-max,4.0,0.8,160.00295715920288,10.397458720634969,200,13,0.065,0.06498291597379355
amc_max,AMC-max,4.0,0.825,165.00545395123868,10.72427638996409,200,13,0.065,0.06499346617435602
amc_max,AMC-max,4.0,0.85,170.0075455487177,11.05272810164511,200,13,0.065,0.06501316200978749
amc_max,AMC-max,4.0,0.875,175.00915497057053,11.376217916651504,200,13,0.065,0.06500355891990064
amc_max,AMC-max,4.0,0.9,180.004382727982,3.5996778727262013,200,4,0.02,0.01999772348968826
amc_max,AMC-max,4.0,0.925,185.00487003790084,5.550406130030543,200,6,0.03,0.03000140552458681
amc_max,AMC-max,4.0,0.95,190.0007660120894,0.0,200,0,0.0,0.0
amc_max,AMC-max,4.0,0.975,194.991032586332,0.0,200,0,0.0,0.0
amc_max,AMC-max,4.5,0.025,5.138373648231289,5.138373648231289,200,200,1.0,1.0
amc_max,AMC-max,4.5,0.05,10.075334648598474,10.075334648598474,200,200,1.0,1.0
amc_max,AMC-max,4.5,0.075,15.035916775257727,15.035916775257727,200,200,1.0,1.0
amc_max,AMC-max,4.5,0.1,20.037829572537902,20.037829572537902,200,200,1.0,1.0
amc_max,AMC-max,4.5,0.125,25.039632328693976,25.039632328693976,200,200,1.0,1.0
amc_max,AMC-max,4.5,0.15,30.033260265541394,30.033260265541394,200,200,1.0,1.0
amc_max,AMC-max,4.5,0.175,35.016746311651254,35.016746311651254,200,200,1.0,1.0
amc_max,AMC-max,4.5,0.2,40.02253205137834,40.02253205137834,200,200,1.0,1.0
